id,prompts,images
495,අෂ්ටාර්ය්‍යපුරුෂපුද්ගල සඞ්ඛ්‍යාත පුරුෂයුගයෝ සතර දෙනෙක් ඇත්තාහු නො වේ ද?,sinhala_doc_00495.png
496,කුශලාකුශල ධර්මයෝ සම්මුඛීභාවයට එත් ද?,sinhala_doc_00496.png
497,චාතුම්මහාරාජික දෙවියනට පන්සියක් හවුරුදු ආයුප්‍රමාණ වෙයි.,sinhala_doc_00497.png
498,"ත්‍රාණයෝ දෙදෙනෙක්, ලෙණයෝ දෙදෙනෙක්, සරණයෝ දෙදෙනෙක්, පරායණයෝ දෙදෙනෙක්, අච්‍යුතයෝ දෙදෙනෙක්, අමෘතයෝ දෙදෙනෙක්, නිර්වාණයෝ දෙදෙනෙක් ඇද්ද?",sinhala_doc_00498.png
499,බුදුහු ලුම්බිනී සල්වෙනෙහි උපන්නාහු නො වේ ද?,sinhala_doc_00499.png
500,"භවරාගය අනෙකෙක් වේ ද, භවරාගපර්ය්‍යුත්‍ථාන අනෙකෙක් වේ ද?",sinhala_doc_00500.png
501,මිනිසුන්ගේ කන මිනිසුන්ගේ නැහැය මිනිසුන්ගේ දිව මිනිසුන්ගේ කය මිනිසුන්ගේ මනස කාමධාතු නො වන්නේ වේ ද?,sinhala_doc_00501.png
502,රහත් රාග නැතියේ ද්වෙෂ නැතියේ මොහ නැතියේ මාන නැතියේ මකුබව නැතියේ පළාස නැතියේ උපායාස නැතියේ ක්ලෙශ නැතියේ නො.,sinhala_doc_00502.png
503,ලෞකික ප්‍රඥා ඇද්ද? ලෞකික ප්‍රඥෙන්ද්‍රිය ඇද්ද?,sinhala_doc_00503.png
504,සම්මාවාචා චිත්තානුපරිවර්තී නො වන්නී වේ ද?,sinhala_doc_00504.png
505,සම්මාවාචා සම්මාකම්මන්ත සම්මාආජීව තුන මාර්ග වන්නේ නො.,sinhala_doc_00505.png
506,ස්කන්‍ධයන් නව දෙනකුන්ගේ සමවධාන වේ ද?,sinhala_doc_00506.png
507,"ස්පර්ශ දෙදෙනකුන්ගේ, වෙදනා දෙදෙනකුන්ගේ, සංඥා දෙදෙනකුන්ගේ, චෙතනා දෙදෙනකුන්ගේ, චිත්ත දෙදෙනකුන්ගේ සමොධානය වේ ද?",sinhala_doc_00507.png
508,අනුත්තර වූ චතුස්සත්‍ය බුද්ධ වූ ඒ රහත්හු ලෝකයෙහි අභීතනාද කරන්නාහ යි.,sinhala_doc_00508.png
509,අනුන්ගේ සිතෙහි හෝ චිත්තානුපස්සී ව වාසය කරයි.,sinhala_doc_00509.png
510,අපි මෙයින් සිය ගෙදරට ගොස් ආයුධ ගෙන කඩ කඩ කොට කපා සතුටු සිත් ඇත්තෝ ව මස් අනුභව කරන්නෙමු.,sinhala_doc_00510.png
511,අභිනව වස්ත්‍ර ද අභිනව ඵල ද අභිනව වූ අග්‍රරසභොජන ද යන මේ සියල්ල ලබමි.,sinhala_doc_00511.png
512,"අමූලක නම්, නො දක්නා ලද්ද යැ නො අසන ලද්ද යැ සැක නො කරන ලද්ද යි.",sinhala_doc_00512.png
513,අයිනාදන් හැරපියා අයිනාදනින් වැළකුණේ වෙයි.,sinhala_doc_00513.png
514,අවශේෂධර්මයෝ උපේක්ෂා සම්බොධ්‍යඞ්ගය හා සම්ප්‍රයුක්තයෝ යි.,sinhala_doc_00514.png
515,අවශේෂ‍ධර්මයෝ සම්‍ය‍ක්ප්‍රධානසම්ප්‍රයුක්තයෝ යි.,sinhala_doc_00515.png
516,"අවිද්‍යාපරිඝයෙක් මෝහ සඞ්ඛ්‍යාත අකුශලමූලයෙක් වේ ද, මේ මෝහ යි කියනු ලැබේ.",sinhala_doc_00516.png
517,"අෂ්ටමාර්ගාඞ්ගයෝ අපචයගාමී ද වන්නාහ, නො ම ආචයගාමී නො ද අපචයගාමී ද වන්නාහු ය.",sinhala_doc_00517.png
518,අසඞ්ඛතධාතුව ස්කන්ධ සඞ්ඛ්‍යාවෙන් හැරපියා එක් ස්කන්ධයෙකින් එකොළොස් ආයතනයෙකින් එකොළොස් ධාතුයෙකින් සඞ්ගෘහීත වෙති.,sinhala_doc_00518.png
519,අසඞ්ඛාරපරිනිබ්බායී උත්සාහ රහිතව පිරිනිවෙන්නේ වෙයි.,sinhala_doc_00519.png
520,අසමයවිමුක්ත රහත්හු රහත් බැවින් පිරිහෙත් ද?,sinhala_doc_00520.png
521,අහසෙහි ද පක්‍ෂීශකූනීන් සෙයින් පර්යඞ්කයෙන් යන සේක.,sinhala_doc_00521.png
522,"ආ, එකරුණින් පස්කම් ගුණයෝ මැ කාමධාතු වෙති යි.",sinhala_doc_00522.png
523,"ආ, එකරුණින් මාතෘකුක්‍ෂිගතයාහට පසු වැ කෙස් ලොම් නිය දත් ඇට උපදනාහු වෙත්.",sinhala_doc_00523.png
524,ආත්මය රූපවත් කොට හෝ ආත්මයෙහි රූපය ඇතැයි හෝ රූපයෙහි ආත්මය ඇතැයි හෝ දකියි.,sinhala_doc_00524.png
525,"ආත්මය රූපවත් යි හෝ නො දකියි, රූපය ආත්මයෙහි ඇතැයි හෝ නො දකියි.",sinhala_doc_00525.png
526,"ආනන්දය, ඒ මම පසුකාලයෙහි නෙවසඤ්ඤානාසඤ්ඤායතනයෙහි දෝස දැක එය බහුල කෙළෙමි.",sinhala_doc_00526.png
527,"ආනන්දය, ඒ මම පසුකාලයෙහි විඤ්ඤාණඤ්චායතනයෙහි දොස් දැක එය බහුල කෙළෙමි.",sinhala_doc_00527.png
528,"ආනන්දය, ශීලයෝ අවිප්‍රතිසාරය අර්ථ කොට ඇත්තාහු යැ.",sinhala_doc_00528.png
529,ආනන්‍ද නම් තෙර කෙනෙක් ඒ බුදුන්ට උපස්ථාන කරන්නාහ.,sinhala_doc_00529.png
530,"ආයතන නොවූවාහු ධම්මායතන නො වේ ද යත්, එසේ යි.",sinhala_doc_00530.png
531,ආයුෂ්මත් උදායී තෙරණුවෝ ද ඒ මෙහෙණ වැළතට නිරතුරු යෙති.,sinhala_doc_00531.png
532,ආයූහනය සංස්කාරයහ අනායූහනය නිවනැ යි දතයුතු යැ.,sinhala_doc_00532.png
533,ආර්ය්‍යාවෙනි තෙපි මුසුවූවාහු මැ වාසය කරවු.,sinhala_doc_00533.png
534,ආහාර පාන ද වස්ත්‍ර හා සෙනසුන් ද ලාභී වූම්හ.,sinhala_doc_00534.png
535,ඇත්රජකු මෙන් බැඳුම් සිඳ අනාස්‍රව ව වෙසෙමි.,sinhala_doc_00535.png
536,"ඇඳිලි බැඳ කෙ මුදුන්, තෙරුන් යී වත් දසයකි,",sinhala_doc_00536.png
537,ඇඳිලි බැඳ ශාස්තෲන් වහන්සේට අභිවාදනය කළාහු ය.,sinhala_doc_00537.png
538,"ඇවැත්නි ශාරීපුත්‍රයෙනි, කෙතෙකින් අස්වැසුමට පැමිණියේ වේ දැ යි.",sinhala_doc_00538.png
539,"ඇවැත්නි ශාරීපුත්‍රයෙනි, වෙදනා වෙදනා වෙදනා යි කියනු ලැබේ.",sinhala_doc_00539.png
540,"ඇවැත්නි, අපගේ ශාස්තෘන් වහන්සේ මේ අනුසස් දැකැ රූපයෙහි ඡන්දරාගය නැසීම පවසන සේක.",sinhala_doc_00540.png
541,"ඇවැත්නි, ඒ භාග්‍යවතුන් වහන්සේ දත යුත්ත දනිති.",sinhala_doc_00541.png
542,"ඇවැත්නි, මෙසේ පුළුවුස්නා ලද තෙපි ඇවැත්නි, අපගේ ශාස්තෲන් වහන්සේ ඡන්දරාගය නැසීම පවසන සේකැ යි මෙසේ ප්‍රකාශ කරවු.",sinhala_doc_00542.png
543,"ඇවැත්නි, යම් කලෙක මහ මුහුදෙහි පුරුෂ ප්‍රමාණ සතක් ජලය සිටී ද, පුරුෂ ප්‍රමාණ සයක්.",sinhala_doc_00543.png
544,"ඇවැත්නි, වේදනාවෙහි නො ඇලෙන, වේදනාවෙහි නො ඇලුණු, වේදනාවෙහි සතුටු නො වූ.",sinhala_doc_00544.png
545,"ඇස ද රූප ද, කන ද හඬ ද, නැහැය ද ගඳ ද, දිව ද රස ද, කය ද හැපෙන දෑ ද, මනස ද දහම් ද යන මොහුය.",sinhala_doc_00545.png
546,ඇස්පහස නිසා සුව වූ හෝ දුක් වූ හෝ නොදුක් නොසුව වූ හෝ යම් මේ විඳුමෙක් උපදී නම් හෙ ද දුකැ යි දකී.,sinhala_doc_00546.png
547,"ඉක්බිති ඇය අස්වස් ලද බව දැනැ ඇයට තෙපුල් කී,",sinhala_doc_00547.png
548,ඉක්බිති එ නාගතෙමේ භික්‍ෂූන්ට මේ කාරණය දැන්වී ය.,sinhala_doc_00548.png
549,ඉක්බිති ඒ භික්‍ෂූහු භාග්‍යවතුන් වහන්සේට එපවත් සැළ කළහ.,sinhala_doc_00549.png
550,ඉක්බිති ඒ මහණහු භාග්‍යවතුන්වහන්සේට එ පවත් සැළ කළහ.,sinhala_doc_00550.png
551,ඉක්බිති රජගහනුවර වැසි කෙළෙඹි ගණයා මගධෙශ්වර වූ සෙනිය බිම්බිසාර රජු වෙත ගියේ ය.,sinhala_doc_00551.png
552,ඉක්බිති සේල බමුණු භාග්‍යවතුන් වහන්සේ කරා එළැඹියේ යැ.,sinhala_doc_00552.png
553,ඉතිරි වූ දෙකෙක් හෝ තුනෙක් හෝ වූ දියබිඳු ඉතා මඳ ය.,sinhala_doc_00553.png
554,"ඉදින් ඔබට කාමයන්ගෙන් කිසිවෙක් ඌන නම්, ඒ හැම සම්පූර්ණ කරන්නෙමි.",sinhala_doc_00554.png
555,ඉදින් ඔහුට චෝදනා කරවා නම් දක්නා ලද්දෙහි අසන ලද්දෙහි ය.,sinhala_doc_00555.png
556,"ඉදින් පිළිකුල් දැය ද නොපිළිකුල් දැය ද ඒ දෙක ම ද හැර සිහි ඇත්තේ නුවණින් දන්නේ එහි උපේක්ෂක වැ වෙසෙම් වා යි කැමැති වේ ද, සිහි ඇත්තේ නුවණින් දන්නේ එහි උපේක්ෂක වැ වෙසෙයි.",sinhala_doc_00556.png
557,ඉදින් පිළිකුල් දැයෙහිත් නොපිළිකුල් දැයෙහිත් පිළිකුල් සංඥාව ඇති වැ වෙසෙම් වා යි කැමැති වේ ද එහි පිළිකුල් සංඥාව ඇතිවැ වෙසෙයි.,sinhala_doc_00557.png
558,ඉදින් සුළඟ පර්වතයක් පා කරා නම් පොළොව ද පා කරයි.,sinhala_doc_00558.png
559,ඉවසන්නෙමි යි එතැනින් සිවුරුකොටස ගෙණ අන් ‍ආවාසයකට ගියේ ය.,sinhala_doc_00559.png
560,"උත්කෘෂ්ටපදයන්ගේ ථුලැසි, පචිති ඇවැත් දෙකෙකි.",sinhala_doc_00560.png
561,උදය සවස දියට බැසීම් ව්‍රතයෙහි යෙදුනේ වෙසෙයි.,sinhala_doc_00561.png
562,"උදායී මහණහට පස් දිනක් පිලිසන් අතරැ අවන් එක් සඤ්චේතනක සුක්කවිසට්ඨි ඇවැතට මූලායපටිකස්සනාව කිරීම යම් ආයුෂ්මතක්හට රිසියේ ද, හේ නිහඬ වේවා.",sinhala_doc_00562.png
563,උන්වහන්සේ අට දහසක් හවුරුදු ගිහිගෙයි විසූහ.,sinhala_doc_00563.png
564,උපනුපන් ලාමක අකුශලධර්මයන් සිත්හි නො වස්වයි.,sinhala_doc_00564.png
565,උපාදානප්‍රත්‍යයයෙන් භවය වේ ය යි විසඳීම යුක්ත ය.,sinhala_doc_00565.png
566,එ කල්හි එ මහණහු සැවැත් නුවර සංඝයා ගේ අධිකරණ සන්හිඳුවීමෙන් නො සතුටු වූවාහු ය.,sinhala_doc_00566.png
567,"එ දෙ පැවිද්දෝ එසේ පසෙකැ සිටියාහු ම ඇවැත් ගොයුමාණනි, කිමෙක් ද?",sinhala_doc_00567.png
568,එ ම ලොකොත්තරකුශලධ්‍යානය කළ හෙයින් වැඩු හෙයින් කාමයන්ගෙන් වෙන් ව ම.,sinhala_doc_00568.png
569,එ සමයෙහි සැවතෙහි භික්‍ෂූහු ඒ ඒ අත නික්ම ගියහ.,sinhala_doc_00569.png
570,"එකත්පස්හි සිටි ඒ දෙවි මට තෙල කරුණ සැළ කෙළේය,",sinhala_doc_00570.png
571,එකල්හි අටළොස් සියවන කපෙහි යම් කර්මයක් කෙළෙම් ද ඒ හේතුවෙන් දුගතියක් නො දනිමි.,sinhala_doc_00571.png
572,"එකල්හි අනඳ තෙරුනට භවත්නි, ආශ්චර්ය්‍ය ය, භවත්නි, අද්භූත ය.",sinhala_doc_00572.png
573,එකල්හි ආයුෂ්මත් අනඳ තෙරණුවෝ සවස්කල විවෙකයෙන් නැගී සිටියාහු ආයුෂ්මත් සැරියුත් තෙරණුවන් වෙත එළඹියහ.,sinhala_doc_00573.png
574,එකල්හි එක්තරා භික්‍ෂුනමක් එදවස පවාරණදිනයෙහි ඇවැතකට පැමිණියේ වේ.,sinhala_doc_00574.png
575,"එකල්හි භාග්‍යවතුන් වහන්සේ නිහඬ බික්සඟන දෙස බලා භික්ෂූන් ඇමතූ සේක,",sinhala_doc_00575.png
576,"එකල්හි භාග්‍යවතුන් වහන්සේ මහණෙනි, යි භික්ෂූන් ඇමතූ සේක.",sinhala_doc_00576.png
577,එකල්හි මම අහසෙහි හැසිරෙන විද්‍යාධරයෙක් වීමි.,sinhala_doc_00577.png
578,එකල්හි ලොව්හි කාරුණික වූ බුදුරජ තෙම මාවෙත ආලොකය පැතිර වීය.,sinhala_doc_00578.png
579,එකල්හි වැද්දෝ සිංහයන් මරා සිංහමස් අනුභව කරත්.,sinhala_doc_00579.png
580,එකල්හි සඞ්ගාරව නම් බමුණෙක් සැවැත්නුවර වෙසෙයි.,sinhala_doc_00580.png
581,"එක් මැ වරක් මෙලොවට, අවුත් දුක් කෙළවර කෙරෙයි.",sinhala_doc_00581.png
582,එක් සමයෙක්හි භාග්‍යවතුන් වහන්සේ රජගහනුවර සමීපයේ කලන්දකනිවාප නම් වූ වේළුවනාරාමයෙහි වැඩ වසන සේක.,sinhala_doc_00582.png
583,එක්කලෙක භාග්‍යවතුන් වහන්සේ සැවැත්නුවර සමීපයෙහි ජේතවන නම් වූ අනේපිඬු සිටුහුගේ අරම්හි වැඩවසන සේක.,sinhala_doc_00583.png
584,"එකෙක් අධ්‍යාත්මරූපයෙහි පරිකර්මසංඥා නැත්තේ, රන්වන් වූ, රන්වන් දැකුම් ඇති, රන් පැහැති, බාහිර වූ පීත වර්ණ රූප දකී.",sinhala_doc_00584.png
585,එතෙකුදුවත් හොත්තෙමි යි ශය්‍යා නිමිති වූ ඇවැතින් කරවිය යුත්තේ ය.,sinhala_doc_00585.png
586,එන තෙක් සිවුර නො බෙදන්නේ යැයි දැහැමි සිවුරු බෙදීම වැළැක්වූ යැ.,sinhala_doc_00586.png
587,එබැවින් අපි මොහුගේ නියස්සකර්මය සන්සිඳුවමු යි.,sinhala_doc_00587.png
588,එබැවින් මම කයින් වචසින් මනසින් කුසල් දහම් කෙරෙමි යි.,sinhala_doc_00588.png
589,එම කර්මයාගේ බලයෙන් සියලු තන්හි සුඛිත වූයෙමි.,sinhala_doc_00589.png
590,එය ඉක්මවා කෙරේ නම් හෝ කරවා නම් හෝ පියෝහි දුකුළා වේ.,sinhala_doc_00590.png
591,එය නිරතුරු ව ම හාත්පස අටයොදුනක් තන්හි බබළන්නේ ය.,sinhala_doc_00591.png
592,එය මහද්ගතකර්ම මැඩ තමහට ඉඩ ගන්නට නො ද සමත් වේ.,sinhala_doc_00592.png
593,එය වර්ණ සම්පන්න ද ගන්ධ සම්පන්න ද රස සම්පන්න ද විය.,sinhala_doc_00593.png
594,එවිට ඒ පැවිද්දෝ භික්‍ෂූන්ට ඒ කාරණය දැන්වූහ.,sinhala_doc_00594.png
595,එවිට තුටුසිත් රජ තෙමේ තට වරයක් ද දෙන්නේ ය.,sinhala_doc_00595.png
596,එසමයෙහි භාග්‍යවත් බුදුහු සැවැත් නුවරැ ජේතවන නම් වූ අනේපිඬුසිටුහුගේ අරම්හි වැඩැවෙසෙති.,sinhala_doc_00596.png
597,"එසමයෙහි යම් චිත්තයෙක් මනසෙක් මානසයෙක් හෘදයෙක් භවාඞ්ග සිතෙක්, මනසෙක් මනායතනයෙක් මනින්ද්‍රියයෙක් විඥානයෙක් විඥානස්කන්ධයෙක් තදනුරූප වූ මනොවිඥානධාතුයෙක් වේ ද, මේ එසමයෙහි චිත්තය වේ.",sinhala_doc_00597.png
598,එසමයෙහි වනාහි සඞ්ඝයාගේ සිවුරු බෙදනු ලැබෙයි.,sinhala_doc_00598.png
599,එසමයෙහි වනාහි සවගමහණහු පෙරටු වැ ගොස් උතුම් සෙනසුන් වළහා සිටිත්.,sinhala_doc_00599.png
600,එසෙයින් මැ ඒ පාරාජිකාපත්තීහු වටාලා ප්‍රකෘති භාවයට නො එත්.,sinhala_doc_00600.png
601,එසෙයින් ලොව්හි මොනොවට උපන් බුදුරජ ලොව්හි නො මැ ඇලෙයි.,sinhala_doc_00601.png
602,එසේ පිළිපන්නේ නිවනට අනුකූල පිළිවෙතෙහි පිළිපන්නේ ද වේ.,sinhala_doc_00602.png
603,"එහි ඇසින් යම් මැ රූපයක් දක්නේ ද, අනිෂ්ට රූපයක් ස්වභාවයක් මැ දක්නේ යැ.",sinhala_doc_00603.png
604,එහි චක්ඛුන්‍ද්‍රිය නො ද නූපදනෙ යැ අසංඥසත්‍ව වූ අරූප වූ එහි ඝානින්‍ද්‍රිය ද නූපදනෙ යැ චක්ඛුන්‍ද්‍රිය ද නූපදනෙ යැ.,sinhala_doc_00604.png
605,එහි පුද්ගලයෝ දෙදෙනෙක් ආර්ය්‍යධර්මයන්ට පැමිණෙති.,sinhala_doc_00605.png
606,එහි භික්‍ෂූහු සිවුරු බෙදනු කැමැති ව රැස් වූහ.,sinhala_doc_00606.png
607,එහි මගධෙශ්වර වූ සෙනිය බිම්බිසාර රජු වෙතට එළඹියේ ය.,sinhala_doc_00607.png
608,"එහි මේ මොනොවට පැවැත්ම යි, උපසපන් නො කටයුතු.",sinhala_doc_00608.png
609,එහෙයින් ධර්මයෙහි හැසිරෙමි යන අදහස මට ඇති වෙයි.,sinhala_doc_00609.png
610,එහෙයින් ධර්මයෙහි හැසිරෙමි යන මේ අදහස මට ඇති වෙයි.,sinhala_doc_00610.png
611,එහෙයින් නො ලමු නම් ඇති ගෞතම ශාස්තෘන් වහන්සේ දකුම්හ.,sinhala_doc_00611.png
612,එළඹ ආයුෂ්මත් සැරියුත් තෙරණුවන් සමග සතුටු වූහ.,sinhala_doc_00612.png
613,එළඹ මගධෙශ්වර වූ සෙනිය බිම්බිසාර රජුට මෙ පවත් දැන්වී ය.,sinhala_doc_00613.png
614,එළැඹ ආයුෂ්මත් අනඳ තෙරණුවන් වැඳ එකත්පස්ව හින.,sinhala_doc_00614.png
615,එළැඹ ආයුෂ්මත් අනඳ තෙරණුවන් සකසා වැඳ එකත්පස් වැ සිටියේ යි.,sinhala_doc_00615.png
616,එළැඹ බ්‍රහ්මායු බමුණු සකසා වැඳ එකත්පස් වැ හින.,sinhala_doc_00616.png
617,ඒ අත්බැවින් ච්‍යුත ව මිනිසත් බවට පැමිණෙන්නේ ය.,sinhala_doc_00617.png
618,"ඒ අප්‍රතිඝ ඉන්‍ද්‍රිය නො වූ රූපය කවරේ යත්,",sinhala_doc_00618.png
619,ඒ අර්ත්‍ථදර්ශී බුදුහු දසදහසක් හවුරුදු ගිහිගෙයි විසූහ.,sinhala_doc_00619.png
620,"ඒ ආධ්‍යාත්මික රූපයාගේ උපචය නො වූ රූපය කවරේ යත්,",sinhala_doc_00620.png
621,ඒ දැනුම බිහිලි කිරීමෙන් ඇතැයි කියා මැ ඔහුට සිත් වේ.,sinhala_doc_00621.png
622,ඒ දෙවි තෙම ස්වකිය දිව්‍යාසනයෙහි නො ඇලෙයි.,sinhala_doc_00622.png
623,ඒ නුවරැ විසි වසක් රජය කරවු හේ ඉන්පසු අසූ දහසක් අවුරුදු මුළුල්ලෙහි නිරයෙහි පැසුණේ ය.,sinhala_doc_00623.png
624,ඒ පිනින් තව්තිසා දෙව්ලොවට ගියෙම් උතුම් විමනක් ලබමි.,sinhala_doc_00624.png
625,ඒ පුඟුල්හට ම කාමධාතුයෙහි දෙවැදෑරුම් වේදනායෙහි ද රූපධාතුයෙහි ද අරූපධාතුයෙහි දැ යි එහි ඔහුට අවිජ්ජානුසය ද මානානුසය ද අනුශය වෙති.,sinhala_doc_00625.png
626,ඒ භාග්‍යවත් අර්හත් සම්මා සම්බුදුරජාණන් වහන්සේට නමස්කාර වේවා.,sinhala_doc_00626.png
627,ඒ භික්ෂූහු ද සිකපද පනවන ලද බව නො දන්නෝ හෝ වෙතැ යි.,sinhala_doc_00627.png
628,ඒ මම මිනිස් ඇස ඉක්ම සිටි පිරිසිදු දිවැසින් මැරෙන උපදනා සතුන් දකිමි.,sinhala_doc_00628.png
629,ඒ මම මේ පස්කඳ දුකැ යි ඇතිසැටි මැනැවින් දැනගතිමි.,sinhala_doc_00629.png
630,ඒ මම් නොපිළිසන් එක් සඤ්චේතනිකා සුක්කවිසට්ඨි ඇවැතට සරැයක් පිරිය යුතු මානත සඞ්ඝයාගෙන් ඉල්ලීමි.,sinhala_doc_00630.png
631,ඒ මහණහුගේ පිළිසන් වූ ද පිළිසන් නො වූ ද ඇවැත් වෙයි.,sinhala_doc_00631.png
632,ඒ මහණහුට නැසීම අවසන් කොට ඇති කඨිනුද්ධාරය වේ.,sinhala_doc_00632.png
633,ඒ රජ ද බුදුරජුන් කෙරෙහි පහන් ද දහම්හි පහන් ද සඟුන් කෙරෙහි පහන් ද සිල් පුරන සුලු ද විය.,sinhala_doc_00633.png
634,ඒ රන්වන් මුවා මෙහි සිටිය යි තොපට කවරෙක් කීයේ.,sinhala_doc_00634.png
635,"ඒ රූපයෙන් මැඩ දන්මි, දක්මි යන මෙබඳු සංඥා ඇත්තේ වේ ද,",sinhala_doc_00635.png
636,ඒ ස්ත්‍රීහු මා කෝප කිරීමට නො හැක්කාහු වෙත්.,sinhala_doc_00636.png
637,"ඒ සියල්ලෝ මේ සිවු ඉදුපා වැඩූ බැවිනි, බහුල කළ බැවිනි යි.",sinhala_doc_00637.png
638,"ඒ සිහිය ද වූ කලී මතු මත්තෙහි නුවණ වැඩීම පිණිස ම, සිහිය වැඩීම පිණිස ම වෙයි.",sinhala_doc_00638.png
639,ඒ හේතුවෙන් මරණයට හෝ මරණය හා සම දුකකට හෝ නො පැමිණෙති.,sinhala_doc_00639.png
640,ඒකරාජ නමැති රජුගේ යාගය පිණිස නැවැත නො එන පරිදි වෙන් වැ විසීමට යමි.,sinhala_doc_00640.png
641,ඔවුන් මේ පෘථිවි ආදි සතර මහාභූතයන් නො ඉතිරි ව නිරුද්ධ වන තැන දනිති යි සිතමි යි කී ය.,sinhala_doc_00641.png
642,"ඔහු පණිවායෙන් වළක්නාහ, අයිනාදනින් වළක්නාහ.",sinhala_doc_00642.png
643,"ඔහුට අයිති මම, අද මා සතු සැප ඇත්තෙක් වූයෙමි.",sinhala_doc_00643.png
644,"ඕඝ සම්ප්‍රයුක්ත වූයෙක් ඇත, ඕඝ විප්‍රයුක්ත වූයෙක් ඇති.",sinhala_doc_00644.png
645,"කණ තාගේ ම ය, ශබ්ද තාගේ ම ය, සෝතසම්ඵස්ස හා විඤ්ඤාණායතනය තාගේ ම ය.",sinhala_doc_00645.png
646,කම් වූ පරිදි පරලොව ගිය සත්ත්‍වයන් දක්නේ ය.,sinhala_doc_00646.png
647,කර්ම වූ පරිදි මිය පරලොව ගිය සත්ත්‍වයන් දැනගන්නෙමි.,sinhala_doc_00647.png
648,කර්මය පරිදි පැමිණියා වූ සත්ත්‍වයින් දනිමි.,sinhala_doc_00648.png
649,කර්මය වූ පරිදි පැමිණියා වූ සත්ත්‍වයන් දනිමි.,sinhala_doc_00649.png
650,කර්මසමාරම්භයෙන් කර්ම රැස් කිරීමෙන් සිටුනාසුලු ය.,sinhala_doc_00650.png
651,කර්මායූහනය දුක යැ අනායූහනය සුඛ යැ යි දතයුතු යැ.,sinhala_doc_00651.png
652,කල්ප ලක්ෂයක් මුළුල්ලෙහි දුගතියක නො උපනිමි.,sinhala_doc_00652.png
653,"කලින් කල ඔවුන් වෙතැ එළඹැ සිට වහන්ස, මේ දහම් කෙසේ ද?",sinhala_doc_00653.png
654,"කවර අටෙක යත්, ඛත්තිය පිරිස ය, බ්‍රාහ්මණ පිරිස ය, ගහපති පිරිස ය, සමණ පිරිස ය, චාතුම්මහාරාජික පිරිස ය, තාවතිංස පිරිස ය, මාර පිරිස ය, බ්‍ර‍හ්ම පිරිස යි.",sinhala_doc_00654.png
655,කවර පිනෙකින් මෙහි තීගේ සුචරිත ඵලය සමෘද්ධ වේද?,sinhala_doc_00655.png
656,"කස්සප, මම හෝ භික්‍ෂූන්ට දැහැමි කතා කරන්නෙමි.",sinhala_doc_00656.png
657,කළු පැහැති මේ පුරුෂයා කළු පැහැති බොජුන් බුදී.,sinhala_doc_00657.png
658,කාමයෙහි මිසහසර හෙතුයෙනුදු සුවසොම්නස් විඳී.,sinhala_doc_00658.png
659,කාමයෙහි වරදවා හැසිරීමෙන් වළකිවු ය යි ද කියත්.,sinhala_doc_00659.png
660,කාමයෙහි වරදවා හැසිරීමෙන් වැළකීමේ ශික්ෂාපදය.,sinhala_doc_00660.png
661,කාමාවචර රූපාවචර අරූපාවචර අපර්ය්‍යාපන්න වූ කුශලාකුශලාව්‍යාකෘත ධර්මයෝ යැ වේදනාස්කන්ධ යැ.,sinhala_doc_00661.png
662,කාමාවචර රූපාවචර අරූපාවචර වූ සාස්‍රව කුශලාකුශලාව්‍යාකෘත ධර්මයෝ යැ රූපස්කන්ධ යැ.,sinhala_doc_00662.png
663,"කාමාවචරයෙහි පිරිනිවෙනවුනට ද රූපාවචරයෙහි අරූපාවචරයෙහි පශ්චිමභවිකයනට දැ යි ඔවුනට ජීවිතින්‍ද්‍රිය ද නූපදනෙ යැ, ඝානින්‍ද්‍රිය ද නූපදී.",sinhala_doc_00663.png
664,"කාය කායසංස්කාර වේ ද, කායසංස්කාරය කාය වේ ද?",sinhala_doc_00664.png
665,කාය සම්ඵස්ස ප්‍රත්‍යයෙන් වූ වේදනාස්කන්ධය.,sinhala_doc_00665.png
666,කායකර්ම හෝ යැ වාක්කර්ම හෝ යැ මනඃකර්ම හෝ යැ යි.,sinhala_doc_00666.png
667,කායසංස්කාර ද චිත්තසංස්කාර ද තබා සෙස්ස කායසංස්කාර ද නො වූයේ ම චිත්තසංස්කාර ද නො වේ.,sinhala_doc_00667.png
668,කායසංස්කාරය සන්හිඳුවමින් ප්‍රශ්වාස කිරීම් වශයෙන්.,sinhala_doc_00668.png
669,"කායසම්ඵස්සයට අරමුණු නො වූ රූපය කවරේ යත්,",sinhala_doc_00669.png
670,"කිච්චාධිකරණය කිසිවිටෙක කුශල වෙයි, කිසිවිටෙක අකුශල වෙයි, කිසිවිටෙක අව්‍යාකෘත වේ.",sinhala_doc_00670.png
671,කිච්චාධිකරණය වූ එක් අධිකරණයෙන් සන්හිඳෙත්.,sinhala_doc_00671.png
672,කිනම් කර්මයක විපාකයෙන් හෝ මෙලොවින් ප්‍රෙතලොකයට ගියා වෙහි ද?,sinhala_doc_00672.png
673,කිනම් පව්කමක විපාකයෙන් ගඟ දිය තිට ලේ වෙයි ද?,sinhala_doc_00673.png
674,කිනම් භවයෙකින් ව්‍යූත වූවා සුගතියට පැමිණියා වෙහි ද?,sinhala_doc_00674.png
675,"කිම, ඔහු ජීවත් වන්නා වූ තට ගිහිගෙන් නික්ම සසුන් වැදීමට අනුදන්නාහු ද?",sinhala_doc_00675.png
